277 151 90 212 282 	9 57 63 9 
277 151 90 232 197 	22 78 49 64 57 78 32 65 41 63 
277 151 90 232 189 	22 78 49 64 57 78 32 65 41 
277 151 90 228 189 298 189 	22 78 49 64 57 78 32 72 41 57 72 41 
277 160 90 212 282 153 	9 57 63 9 
277 151 90 212 289 90 	22 78 49 64 57 47 57 
277 151 90 212 	9 57 63 47 57 65 58 
290 288 291 153 	10 43 48 76 24 22 49 78 37 63 
277 151 90 62 180 	22 78 49 64 57 78 32 76 44 
277 160 90 62 180 	22 78 49 64 57 78 32 76 44 
277 151 90 62 290 153 	22 78 49 64 57 78 32 76 44 49 
277 151 90 212 	9 57 63 47 57 65 58 
277 151 90 232 	22 78 49 64 57 78 32 65 
200 287 	57 47 48 
298 153 252 	27 49 78 27 
277 145 90 285 153 	22 78 49 64 57 51 49 
275 214 154 	25 76 34 61 63 
298 108 	30 76 10 
185 133 180 185 	23 32 78 32 63 
259 	57 65 
298 270 	27 67 57 41 63 
303 135 142 170 291 	43 37 51 63 
303 135 142 170 300 	57 78 22 64 41 65 
256 	57 67 
306 252 298 160 270 271 	27 72 37 63 54 41 65 
89 270 90 	58 63 22 
312 282 153 300 126 	54 72 
311 180 293 	39 76 57 78 37 
308 32 300 	40 63 37 66 
270 275 	22 76 
49 212 116 291 	57 63 47 63 41 78 48 
205 136 170 291 	57 78 38 64 49 
259 151 288 	28 76 32 63 
257 180 188 	27 66 43 63 
214 158 230 277 152 189 	27 66 49 63 
298 153 252 	27 49 78 27 
209 116 285 288 261 300 126 	27 49 78 27 76 3 
298 153 252 259 135 	27 49 78 27 64 51 
298 153 252 173 189 	46 24 37 
298 153 252 115 135 	27 49 78 27 64 51 
300 226 167 171 	47 3 38 41 
312 282 153 	54 58 
115 122 171 	43 34 61 41 63 
256 	57 67 
106 	55 64 
275 295 144 188 135 	22 73 51 
290 294 180 181 	43 49 78 57 
312 214 278 160 300 126 	6 40 64 22 63 49 64 48 76 3 41 72 
183 144 149 270 80 126 282 214 135 	43 78 49 63 43 78 37 
187 142 180 47 	44 64 51 64 43 76 
206 189 	47 73 3 
260 161 288 171 	48 54 57 66 49 63 
259 270 78 189 	57 64 22 76 41 
176 232 167 171 	22 49 57 22 37 72 58 73 3 
259 298 38 	57 64 57 49 77 
312 172 214 170 291 	55 63 3 37 
259 270 300 160 	22 63 57 41 65 
260 149 	49 57 
185 133 180 185 	23 32 78 32 63 
179 189 	47 68 24 
173 135 	6 40 64 22 
206 189 	47 73 3 
173 135 	6 40 64 22 
258 197 	27 65 41 
304 198 212 	22 72 51 64 16 
312 208 	48 58 
212 207 293 206 300 171 	29 57 78 37 63 
211 216 232 288 212 	22 72 51 64 16 43 78 49 72 49 64 37 22 64 48 63 
310 285 282 261 300 180 290 225 226 	39 63 51 27 65 41 65 
304 198 212 	22 72 51 64 16 
259 259 142 170 	57 65 57 64 51 64 48 63 
111 261 278 288 171 	43 78 48 63 29 61 
253 180 287 90 	57 63 8 43 78 49 57 
289 275 295 171 	37 63 29 
282 225 295 171 	54 68 37 78 37 
255 153 160 	27 72 49 65 
259 90 78 	57 64 57 78 22 76 
306 216 	57 3 23 78 48 63 
259 225 232 298 189 	41 63 24 49 64 22 
206 189 	47 73 3 
259 225 160 194 171 	57 64 32 78 49 65 41 
306 140 178 252 253 	41 65 3 45 67 
275 232 289 270 300 126 	41 63 24 49 64 22 
275 232 289 300 189 	41 63 24 49 64 22 
183 158 292 300 287 171 	55 58 49 
293 136 172 	57 64 49 
259 115 135 	57 65 47 72 3 
49 212 289 270 300 126 	57 63 49 78 54 29 41 64 22 
300 295 300 295 180 49 142 	22 34 61 22 
277 128 288 90 	22 78 51 72 57 
252 285 272 207 225 	22 78 51 63 24 72 37 78 37 
277 128 162 47 153 189 	22 78 51 72 45 76 49 78 41 
210 133 116 291 	57 78 43 56 78 32 
277 134 160 	22 78 51 72 48 49 
289 225 232 	22 57 78 37 67 49 63 
111 133 164 	45 63 58 49 
277 230 270 277 	39 45 63 41 63 
290 287 171 290 154 	54 3 55 63 54 51 65 
277 134 189 259 	22 78 51 72 3 57 65 
271 207 293 225 295 135 	37 63 51 65 
277 134 180 290 153 	25 3 32 72 22 63 51 32 22 41 
210 133 116 291 	57 78 43 56 78 32 
277 134 161 	22 78 51 63 49 63 
277 128 153 	22 78 51 72 48 49 
277 134 287 189 90 	22 78 51 72 49 72 3 57 
270 134 160 225 244 	22 78 51 73 49 64 29 
210 133 113 	57 78 43 56 78 32 
277 134 153 270 	22 78 51 63 49 78 22 
277 134 153 270 	22 78 51 63 49 78 22 
277 134 270 277 189 176 145 	22 78 51 63 49 78 22 78 57 
277 134 153 270 298 189 	22 78 51 63 49 78 22 57 41 
210 133 116 291 	57 78 43 56 78 32 
282 153 270 300 171 	54 49 78 24 
282 153 270 300 171 	54 49 78 24 
277 128 225 295 189 	22 78 51 72 32 41 
277 134 225 	22 78 51 63 10 34 
277 134 232 41 	22 78 51 63 10 34 64 48 76 
277 134 90 	22 78 51 74 57 
308 225 274 149 	40 63 49 63 
175 295 180 290 225 295 212 	45 3 39 
270 29 	27 47 22 
277 134 270 90 295 197 135 	22 78 51 63 22 78 57 32 41 
300 133 289 216 	47 64 32 78 32 65 
270 128 47 135 	39 78 54 63 49 63 22 78 51 72 43 76 51 
277 128 225 295 189 	22 78 51 72 32 41 
210 133 113 	57 78 43 56 78 32 
210 133 116 291 	57 78 43 56 78 32 
210 133 116 291 	57 78 43 56 78 32 
277 129 270 	22 78 51 72 24 
277 129 174 189 90 	22 78 51 72 47 72 3 57 
277 138 174 189 90 	22 78 51 72 47 72 3 57 
277 284 174 216 225 	47 72 58 49 45 63 41 
277 128 174 189 227 	22 78 51 65 47 72 3 32 
277 142 174 189 225 90 	22 78 51 72 47 72 3 32 78 57 
300 158 217 	39 48 63 51 66 37 63 
289 293 275 158 	43 78 49 65 57 78 32 58 66 34 
306 122 207 293 153 	22 78 51 49 78 22 
277 134 153 270 	22 78 51 63 49 78 22 
277 284 108 137 216 225 	22 78 51 65 54 51 73 3 34 
185 207 214 260 142 	27 37 66 49 
185 207 214 260 142 207 293 291 179 300 	45 66 39 78 40 64 47 63 41 65 
277 284 108 137 216 225 	22 78 51 65 54 51 73 3 34 
306 216 294 171 	8 49 63 39 63 
277 133 270 	22 76 
116 232 270 271 170 284 153 	24 78 49 63 58 22 
277 133 313 180 	24 78 51 64 44 61 
277 133 313 290 153 225 	22 78 51 64 44 49 78 34 
270 133 313 180 225 	22 78 51 64 44 78 32 
277 133 313 180 295 189 	22 78 51 64 44 78 32 41 
277 133 189 252 	22 34 61 65 
277 127 189 	22 78 51 63 8 41 
188 160 90 	43 72 49 64 57 
300 225 232 	32 78 48 67 47 49 
277 133 189 225 	22 78 51 64 3 32 
277 133 189 295 189 	22 78 51 64 3 32 41 
277 133 180 290 153 	22 63 32 41 72 54 63 51 63 
277 127 108 	22 78 51 63 8 54 
300 232 278 287 171 	25 34 61 65 
233 197 	39 63 41 63 
310 217 207 212 	22 63 47 72 51 
310 295 178 135 136 	22 76 9 58 73 
175 295 180 290 225 295 212 	45 3 39 
201 158 270 300 179 291 	43 63 57 
270 134 90 	22 78 51 74 57 
277 284 113 225 	45 63 39 51 
275 149 277 288 	22 47 
213 282 291 180 185 135 	37 64 43 37 64 48 63 25 63 57 
270 29 115 90 	22 78 51 76 54 64 57 
277 284 180 300 126 	22 78 51 45 
183 225 226 270 	47 58 64 51 63 20 3 
277 284 90 295 153 	57 47 67 58 
270 130 	24 78 51 67 
310 154 252 298 140 295 189 	6 54 78 48 54 57 78 38 63 
277 127 225 	22 78 51 63 8 34 
306 189 291 	22 78 48 63 
290 169 144 259 170 284 153 	22 76 27 
290 169 144 259 	32 78 49 72 41 64 3 24 
78 252 173 189 	22 76 27 54 63 41 
78 164 135 	22 76 51 
78 189 196 189 	22 76 58 41 22 65 
78 189 196 189 	22 76 58 41 22 65 
214 160 185 	37 41 63 54 
78 90 225 	46 67 37 
78 90 295 153 	22 64 41 63 49 72 22 63 29 58 63 29 61 
176 283 261 271 300 126 	22 76 58 41 65 
78 225 90 	22 76 32 78 57 
184 252 257 300 126 	22 76 32 64 3 24 78 57 
116 160 288 	45 76 49 78 34 
78 290 153 	40 63 41 65 47 67 56 
78 180 	44 61 63 8 51 
175 295 180 290 225 232 158 270 275 171 	51 64 43 32 63 
312 282 153 300 126 	54 72 
78 47 	22 76 45 76 
312 282 153 300 126 	54 72 
78 290 153 189 	22 76 45 49 78 41 
259 282 180 185 	51 63 51 
78 252 161 189 	22 76 27 49 41 
278 270 290 153 189 	22 74 22 45 49 78 41 
278 270 300 153 	51 63 34 61 43 78 48 63 49 22 49 41 63 
254 282 135 	47 66 49 24 61 63 
278 270 155 189 	22 76 22 78 49 72 41 
278 270 90 	22 74 22 78 57 
78 78 	22 76 22 76 
278 270 155 189 	22 76 22 78 49 72 41 
78 233 	22 76 32 63 
78 225 	22 76 32 72 
306 198 293 	22 76 9 
275 151 168 230 	22 76 34 
278 293 153 	22 73 38 49 65 41 
78 	29 63 41 63 
176 288 135 	23 61 49 24 76 55 
278 180 187 	22 74 44 61 65 
290 294 180 183 225 232 	51 76 58 63 22 63 57 3 39 67 22 
278 313 187 189 	22 73 44 65 41 
78 180 289 189 	22 74 44 47 73 41 
78 300 189 	22 76 24 41 
306 230 207 212 	51 72 41 63 
78 270 285 189 	22 76 58 51 63 41 
78 189 	22 76 58 41 
257 158 126 	25 66 3 25 49 63 51 72 
206 294 288 171 	57 64 22 78 22 63 
56 135 	27 47 34 61 63 
78 270 	22 76 22 
116 135 	
78 143 189 	24 76 51 63 41 
282 232 300 225 232 	44 61 64 51 78 32 49 
201 270 285 90 	58 63 49 
73 143 90 	22 76 51 63 
307 144 151 197 153 	34 63 51 63 
78 135 183 153 225 	22 76 51 45 49 78 32 
78 135 181 	22 76 51 78 45 65 
206 189 	47 73 3 
275 133 153 252 259 170 291 	33 3 34 63 
276 119 	41 65 27 72 
78 135 	24 76 46 65 
278 285 153 	22 74 51 49 
78 135 90 	22 76 51 78 57 
306 230 	57 3 24 78 49 58 
78 142 	22 76 51 78 51 65 
78 135 272 225 	22 76 51 24 72 32 
201 270 285 90 	58 63 49 
80 142 189 	22 74 51 78 54 64 41 
289 136 	43 58 63 34 61 
78 135 	24 76 46 65 
290 253 	24 76 3 39 
278 285 153 	22 74 51 49 
78 135 143 153 225 	22 76 51 63 49 78 34 
80 141 189 	22 76 51 65 41 
300 135 139 160 	22 74 51 72 29 
312 208 180 	48 58 
182 90 225 	27 64 43 22 63 16 3 
278 285 153 	22 74 51 49 
78 142 	22 76 51 78 51 65 
78 135 142 	22 76 51 65 
78 142 	22 76 51 78 51 65 
201 270 285 90 	58 63 49 
80 142 189 	22 74 51 78 54 64 41 
78 142 261 90 	22 76 51 64 3 24 78 57 
278 142 261 113 225 	22 76 51 64 3 24 54 66 34 
278 142 189 90 	22 76 51 64 41 78 57 
80 135 142 189 298 189 	22 76 51 64 3 57 41 
292 287 300 207 214 135 	41 49 22 
300 122 207 212 	24 49 39 41 
78 135 135 162 46 155 	22 76 51 65 47 76 49 
209 195 	47 40 66 47 22 78 23 65 
290 295 275 300 126 	41 63 54 
282 216 294 261 300 126 	49 3 24 
80 285 171 290 90 	22 76 51 3 45 57 
80 285 171 290 90 	22 76 51 3 45 57 
185 152 	22 45 67 37 49 
185 152 	22 45 67 37 49 
80 122 171 185 	22 76 51 3 45 76 
183 158 261 275 295 135 	22 76 51 76 41 
306 122 198 214 158 	29 24 63 41 63 
300 153 291 135 	24 66 33 51 65 
290 207 214 169 135 	57 78 37 3 46 
278 285 196 	22 63 51 76 41 65 
80 285 161 62 	22 76 51 76 49 63 34 76 
312 232 	27 49 36 
275 144 286 	6 43 49 63 40 
107 225 90 	55 74 32 78 57 
78 135 298 189 	22 76 51 57 41 
78 135 225 	57 76 41 63 
278 135 225 295 189 	22 76 51 78 32 41 
80 285 171 187 170 	22 76 51 47 78 45 64 48 63 
80 285 171 290 90 	22 76 51 3 45 57 
80 135 115 189 	22 74 51 78 54 64 41 
78 179 	6 27 72 37 41 6 54 57 78 38 63 
78 179 115 135 	22 76 47 63 47 72 3 
116 158 261 300 126 	7 41 63 
260 180 187 295 	23 63 41 63 
282 158 277 286 212 	58 73 
311 149 293 135 	7 49 63 47 
278 285 180 290 275 214 169 194 126 	7 41 72 
293 284 290 214 	22 47 63 3 34 49 
300 158 207 212 	32 64 43 78 43 36 65 
80 289 62 153 	22 76 47 34 49 
49 212 116 291 	57 63 47 63 41 78 48 
278 289 189 90 	51 76 22 
47 189 286 	29 73 57 63 
183 288 153 207 293 135 	22 74 47 78 43 
212 217 	57 58 63 48 22 
56 283 172 	57 63 38 65 
205 300 117 252 259 207 	22 63 49 78 48 22 78 49 47 
298 160 	6 27 78 28 65 37 49 58 57 72 
107 180 187 261 	55 74 43 64 3 24 
278 171 180 295 189 	22 74 47 78 43 32 41 
278 291 153 225 	22 76 41 63 49 78 34 
182 259 189 	25 63 32 65 
282 232 282 172 180 185 	34 64 29 61 63 8 41 
298 261 275 	55 3 23 
102 135 	23 76 51 
298 181 	25 49 
187 287 185 	43 78 49 46 66 
205 136 172 300 126 	57 78 38 64 37 64 48 63 3 
78 216 62 	22 76 3 34 76 
274 171 185 300 126 	22 76 41 
78 191 	23 61 49 24 76 55 
290 232 	27 49 36 
278 261 	25 3 32 63 
278 261 78 	22 63 3 24 76 
278 261 277 287 90 	57 47 78 47 72 51 41 
278 189 	22 78 58 63 41 
287 182 135 	49 63 44 72 51 
246 291 155 225 295 153 300 126 	29 72 41 49 72 32 49 
275 171 290 135 	24 64 49 76 58 
287 313 187 	49 44 65 
287 186 270 	49 44 65 22 
80 171 185 	57 65 3 24 
308 294 153 252 259 	46 63 54 41 63 
259 149 282 189 	51 34 61 22 63 
303 158 	16 22 
311 287 171 	37 78 49 64 29 78 48 63 
259 285 198 214 	47 22 34 61 65 
80 171 185 	57 65 3 24 
287 87 171 	49 58 65 47 
300 158 217 	39 48 63 51 66 37 63 
305 .	57 65 
184 260 160 	43 66 49 76 58 64 37 
305 .	57 65 
154 295 153 	49 63 8 34 49 
306 135 295 153 	45 34 61 63 
287 169 135 	24 63 34 61 65 
282 160 253 180 290 232 270 300 225 230 	22 32 25 49 63 
156 162 291 153 	49 72 41 64 48 49 
161 251 	49 63 29 63 
312 287 298 153 300 133 189 	49 63 29 63 20 3 22 72 
170 284 153 300 131 270 275 	49 72 22 
187 118 	37 78 49 66 32 64 
155 171 	49 73 47 
277 127 	55 63 23 63 
161 289 189 	49 47 41 
161 289 260 178 	49 63 47 63 57 78 54 63 47 65 
287 173 99 	49 47 72 55 
275 151 168 230 	22 76 34 
287 177 189 	49 63 47 65 41 
287 44 189 	49 72 47 41 
161 44 90 	49 63 47 76 57 
282 142 172 170 270 275 171 	47 29 45 67 37 
161 171 90 	49 73 47 78 57 
161 171 254 	49 63 47 57 72 
143 171 180 	46 72 34 61 22 63 45 27 78 27 63 
312 172 214 170 300 	27 66 43 27 63 43 
278 288 171 	27 76 32 
161 224 	49 63 36 63 
307 259 180 47 293 136 	45 63 57 65 
290 216 217 169 135 	23 72 37 43 49 
290 216 217 288 214 290 153 	22 78 56 72 37 78 49 51 24 63 41 72 54 63 51 63 
155 216 225 	58 63 55 64 48 63 
312 208 	48 58 
155 216 295 135 	49 73 3 34 51 
161 216 295 135 	49 63 41 78 34 72 51 
155 216 232 135 	49 72 3 34 47 72 3 
161 216 232 	46 64 23 63 49 64 41 
161 191 	49 63 36 72 
287 261 	49 3 24 
287 261 273 135 	49 3 24 72 51 
155 234 298 153 	49 72 3 29 49 
80 232 252 	30 3 34 63 
161 189 277 189 	49 73 41 22 64 41 
161 189 	49 74 41 
311 287 171 290 	29 51 78 39 65 
278 288 289 226 198 293 	25 63 48 51 
161 189 280 171 	44 64 49 77 37 65 
300 295 144 300 154 	57 47 66 39 78 49 37 32 
293 136 172 	57 64 49 
290 122 207 293 	43 22 63 58 66 7 
115 225 230 	28 76 34 61 41 63 
161 108 	49 63 54 
300 144 290 124 180 185 	45 51 63 37 78 22 63 49 
